EmployeeID,Age,Department,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,JobLevel,JobSatisfaction,Salary,Attrition,WorkLifeBalance,OverTime,MaritalStatus,DistanceFromHome,Education
1033,54,Marketing,20,14,4.0,4,2.0,65330.0,Yes,4,Yes,Divorced,3,Bachelor
1682,43,Finance,4,9,4.0,4,4.0,110241.0,No,4,No,Single,11,Below College
2417,27,Finance,30,1,8.0,5,1.0,77346.0,No,1,Yes,Divorced,40,Doctor
2505,43,HR,17,4,6.0,2,1.0,134565.0,No,4,No,Divorced,14,College
886,43,HR,30,8,5.0,1,1.0,74407.0,No,1,Yes,Single,5,Bachelor
678,40,Sales,15,9,4.0,3,3.0,47085.0,Yes,2,No,Single,49,College
2743,41,Marketing,14,2,5.0,3,2.0,126371.0,Yes,4,No,Married,1,Doctor
162,58,HR,15,3,4.0,4,3.0,54689.0,Yes,3,Yes,Divorced,9,Doctor
267,42,Finance,15,4,3.0,2,4.0,125977.0,No,4,Yes,Married,41,Below College
1642,48,Engineering,26,7,2.0,1,4.0,83953.0,No,3,No,Married,4,Below College
1868,55,HR,14,13,4.0,2,4.0,42874.0,No,4,Yes,Single,9,Bachelor
663,30,HR,4,2,8.0,4,1.0,101613.0,No,1,Yes,Single,12,Below College
2875,40,Engineering,16,13,9.0,2,3.0,130271.0,No,2,No,Single,2,Bachelor
25,39,Marketing,9,2,5.0,1,4.0,107222.0,No,2,Yes,Divorced,14,College
2988,42,Marketing,31,7,2.0,2,4.0,104736.0,No,1,Yes,Married,3,Bachelor
327,48,Finance,13,1,8.0,4,3.0,121100.0,No,3,Yes,Single,24,Bachelor
193,19,HR,1,8,4.0,2,2.0,90115.0,No,1,No,Married,18,Doctor
2117,47,Marketing,6,6,4.0,1,2.0,52970.0,No,1,Yes,Married,21,College
2546,51,Engineering,9,10,7.0,3,4.0,52159.0,No,3,No,Single,22,College
960,50,Sales,20,3,6.0,3,1.0,115697.0,No,4,Yes,Divorced,29,Master
2955,29,Sales,26,12,6.0,3,4.0,45428.0,No,1,No,Single,6,Master
1678,56,Finance,37,7,7.0,4,3.0,143219.0,No,2,Yes,Single,18,Below College
192,36,Marketing,7,12,7.0,5,2.0,75101.0,No,1,Yes,Divorced,4,Master
1167,18,Engineering,5,7,9.0,3,4.0,145381.0,Yes,2,Yes,Divorced,47,Below College
1081,43,Marketing,3,5,3.0,5,3.0,114545.0,No,4,Yes,Divorced,16,Doctor
1809,31,Engineering,9,3,9.0,4,4.0,41290.0,Yes,4,Yes,Divorced,3,College
2241,37,HR,37,13,5.0,5,1.0,91516.0,No,2,No,Married,19,College
1827,29,Finance,2,7,6.0,2,1.0,131216.0,No,1,Yes,Married,46,Below College
2655,43,Sales,20,9,6.0,1,2.0,102934.0,No,4,No,Single,9,Below College
2196,24,Sales,25,8,1.0,5,2.0,31573.0,Yes,2,No,Married,40,College
1422,20,Finance,19,8,7.0,2,3.0,92460.0,No,4,No,Divorced,8,Below College
2520,37,Marketing,25,5,8.0,2,3.0,70194.0,No,4,Yes,Divorced,14,Doctor
556,44,Sales,36,3,5.0,1,1.0,142385.0,No,2,Yes,Single,19,College
323,20,Sales,30,12,8.0,2,2.0,41320.0,No,4,No,Married,22,Below College
249,58,Engineering,10,8,5.0,4,3.0,110908.0,No,4,No,Divorced,28,College
1344,32,Finance,5,2,5.0,3,4.0,72568.0,No,2,Yes,Divorced,6,Bachelor
2504,59,HR,37,10,7.0,2,1.0,133336.0,No,2,No,Divorced,6,College
1707,23,Marketing,25,13,3.0,2,1.0,60709.0,No,4,No,Single,19,Bachelor
464,46,HR,28,8,5.0,4,4.0,34944.0,No,3,Yes,Divorced,15,College
2646,35,HR,13,11,4.0,5,4.0,138371.0,Yes,1,No,Single,48,Bachelor
1783,22,Finance,35,11,9.0,1,4.0,97827.0,No,4,Yes,Divorced,14,College
9,28,HR,21,13,5.0,3,3.0,68842.0,Yes,4,No,Divorced,30,Bachelor
2736,42,Finance,31,2,2.0,3,1.0,60289.0,No,3,Yes,Divorced,4,Master
1915,51,Sales,14,10,7.0,1,4.0,113698.0,Yes,4,No,Married,13,College
1092,24,HR,12,10,2.0,3,2.0,97818.0,No,4,No,Divorced,42,Master
518,36,Finance,13,1,4.0,2,1.0,145919.0,No,4,Yes,Divorced,46,College
80,32,Engineering,20,7,6.0,5,,42039.0,No,4,No,Married,29,Doctor
547,26,HR,11,7,4.0,5,2.0,89273.0,No,2,Yes,Divorced,33,College
266,52,Finance,27,2,5.0,3,3.0,145428.0,No,3,No,Single,24,Master
567,24,Marketing,27,10,8.0,1,3.0,109518.0,No,4,No,Single,43,Master
695,45,Marketing,19,7,9.0,2,3.0,61152.0,No,3,Yes,Single,40,Below College
2336,19,Finance,26,13,5.0,1,2.0,52987.0,No,2,No,Divorced,16,Bachelor
1184,39,HR,23,3,3.0,1,1.0,141466.0,Yes,3,Yes,Married,38,Below College
462,57,HR,33,13,2.0,1,3.0,130261.0,No,2,Yes,Divorced,8,Below College
742,51,Marketing,20,1,7.0,2,2.0,145378.0,No,3,No,Divorced,9,Master
1036,45,Sales,30,5,9.0,1,2.0,129576.0,Yes,3,Yes,Single,24,Doctor
558,22,HR,6,5,6.0,2,4.0,107150.0,No,3,No,Single,38,Doctor
2594,54,HR,15,4,3.0,3,1.0,109837.0,Yes,4,Yes,Married,34,Doctor
2544,21,HR,6,4,8.0,3,1.0,65120.0,Yes,4,Yes,Single,29,Below College
1042,58,Sales,23,6,4.0,5,1.0,75378.0,Yes,3,No,Divorced,21,Bachelor
1498,48,Sales,3,9,1.0,3,3.0,60131.0,No,4,Yes,Divorced,14,Below College
794,43,Marketing,4,3,6.0,4,2.0,104975.0,Yes,4,Yes,Married,49,College
2305,30,Sales,37,9,3.0,5,4.0,114671.0,No,2,Yes,Divorced,26,College
379,23,Finance,6,13,5.0,4,2.0,81899.0,Yes,3,Yes,Single,8,Master
394,43,Sales,38,7,8.0,2,4.0,79284.0,No,4,No,Divorced,42,Doctor
1882,44,Sales,39,6,9.0,1,1.0,110201.0,No,1,No,Divorced,8,College
813,56,Finance,1,9,8.0,5,1.0,86808.0,No,2,Yes,Married,32,Doctor
1897,23,Engineering,38,5,2.0,4,2.0,39610.0,No,1,No,Single,29,Doctor
1211,59,Finance,16,11,4.0,3,3.0,59367.0,Yes,2,Yes,Single,10,College
454,52,HR,24,3,4.0,1,1.0,85820.0,No,1,Yes,Married,12,Bachelor
1937,49,Engineering,2,11,1.0,4,2.0,67142.0,No,4,No,Married,25,Bachelor
2329,59,Marketing,10,10,6.0,2,4.0,119218.0,No,3,Yes,Married,39,College
1525,51,Finance,2,2,3.0,4,1.0,128910.0,No,1,Yes,Divorced,10,Bachelor
1660,39,HR,20,7,6.0,5,2.0,71384.0,Yes,2,No,Single,27,College
2193,23,Engineering,21,10,8.0,4,1.0,43784.0,No,3,No,Divorced,44,Doctor
393,54,HR,12,6,4.0,2,4.0,142448.0,Yes,2,Yes,Divorced,48,Below College
889,54,Engineering,7,9,1.0,4,1.0,144496.0,No,4,Yes,Divorced,21,Master
1728,35,Engineering,29,2,9.0,1,2.0,65655.0,No,2,No,Divorced,43,Below College
2708,24,Finance,1,2,9.0,3,1.0,60539.0,No,1,Yes,Married,38,Master
2042,53,Engineering,36,10,7.0,4,4.0,89261.0,No,3,No,Married,14,College
2371,48,HR,8,12,1.0,1,3.0,111061.0,No,4,Yes,Divorced,32,Master
2463,32,Sales,3,1,1.0,3,4.0,135065.0,No,3,No,Single,42,Bachelor
1742,29,HR,35,2,4.0,2,2.0,144060.0,No,3,Yes,Divorced,37,Below College
776,43,HR,27,10,1.0,2,3.0,108930.0,No,1,No,Divorced,33,Below College
1938,52,Finance,12,6,2.0,1,3.0,93828.0,No,1,No,Divorced,41,Doctor
1616,46,Finance,33,12,1.0,4,3.0,138454.0,Yes,1,Yes,Divorced,19,Doctor
1224,38,Sales,35,11,8.0,3,2.0,80050.0,No,4,No,Divorced,26,Doctor
1942,52,Finance,2,7,6.0,3,1.0,89272.0,Yes,1,No,Divorced,30,Master
2848,56,Marketing,18,5,1.0,1,2.0,127400.0,No,3,Yes,Single,7,College
1331,56,Engineering,18,6,4.0,4,2.0,66201.0,No,4,No,Divorced,1,Bachelor
317,52,Sales,3,13,7.0,3,1.0,111850.0,No,4,Yes,Divorced,12,College
2343,28,HR,35,5,7.0,1,2.0,30014.0,No,3,No,Divorced,22,Master
2237,45,Marketing,2,6,5.0,5,2.0,144742.0,No,4,No,Divorced,7,Master
1740,50,HR,26,4,5.0,5,3.0,114612.0,No,3,No,Single,36,College
870,55,Finance,4,1,2.0,1,3.0,113232.0,No,2,Yes,Divorced,43,Master
2373,28,Marketing,38,8,3.0,1,1.0,48456.0,No,4,No,Single,14,Doctor
2074,56,HR,35,3,8.0,3,3.0,124303.0,No,4,Yes,Single,8,Doctor
1995,21,Marketing,21,12,5.0,5,4.0,32614.0,No,1,Yes,Divorced,7,College
2925,25,Engineering,14,13,9.0,4,4.0,32912.0,Yes,1,No,Single,47,Master
2775,23,Marketing,19,2,3.0,2,3.0,87202.0,No,1,Yes,Married,20,College
1477,36,Marketing,13,13,4.0,4,3.0,34403.0,No,4,Yes,Single,27,Master
1197,42,Marketing,30,1,1.0,5,3.0,149998.0,No,3,Yes,Married,44,Bachelor
1251,51,Engineering,35,2,2.0,5,1.0,40991.0,No,4,Yes,Divorced,46,Doctor
291,55,Sales,7,12,1.0,5,1.0,30530.0,No,3,Yes,Divorced,38,College
1049,43,Engineering,19,2,4.0,4,1.0,93295.0,No,4,Yes,Married,42,Doctor
1691,23,HR,30,10,4.0,1,1.0,96224.0,No,4,Yes,Married,36,Master
1406,51,Marketing,5,1,3.0,2,4.0,144667.0,No,1,Yes,Single,36,Bachelor
2525,54,Engineering,33,11,5.0,4,4.0,117738.0,Yes,3,No,Married,35,Below College
1119,20,Finance,26,13,7.0,1,1.0,58760.0,Yes,3,No,Divorced,7,Below College
1301,42,Marketing,12,13,5.0,5,3.0,96156.0,No,3,No,Married,35,College
519,29,Marketing,19,5,2.0,2,4.0,89337.0,No,1,Yes,Single,10,Bachelor
770,38,Marketing,19,9,1.0,1,4.0,95316.0,No,2,Yes,Married,39,Bachelor
656,49,HR,34,8,4.0,3,1.0,136360.0,No,4,Yes,Married,1,Doctor
23,50,Sales,5,2,8.0,4,3.0,63632.0,Yes,3,No,Single,22,Below College
1420,34,HR,19,13,2.0,1,2.0,46473.0,No,3,No,Single,37,Master
800,43,Sales,14,10,6.0,1,4.0,137725.0,No,2,Yes,Single,47,Bachelor
1147,49,Engineering,23,10,9.0,4,4.0,92513.0,No,3,Yes,Married,39,Doctor
1579,37,Engineering,35,13,9.0,5,1.0,88169.0,No,1,No,Married,39,Doctor
2097,19,Finance,19,7,1.0,2,3.0,142024.0,No,4,No,Single,47,Doctor
100,24,Marketing,30,10,9.0,5,3.0,99484.0,No,3,No,Married,19,Bachelor
2095,21,HR,17,11,2.0,2,1.0,135512.0,No,1,Yes,Married,3,Master
1794,42,Sales,25,5,6.0,1,4.0,138176.0,No,2,Yes,Divorced,7,Master
1105,57,Sales,5,4,4.0,2,1.0,132689.0,Yes,2,No,Divorced,42,Doctor
377,56,Finance,3,3,8.0,1,2.0,108723.0,No,1,Yes,Single,28,Master
2482,18,Finance,1,14,2.0,3,4.0,140453.0,No,1,No,Married,42,Below College
1113,55,Marketing,13,1,9.0,5,4.0,69713.0,No,2,Yes,Single,35,Master
1830,32,Sales,29,3,8.0,5,2.0,87600.0,No,1,No,Married,23,Master
762,49,Engineering,21,2,7.0,2,4.0,107185.0,No,2,No,Single,39,Below College
2615,53,Marketing,30,12,1.0,2,4.0,90282.0,No,1,Yes,Single,18,Master
2893,40,HR,36,8,4.0,2,4.0,80344.0,No,1,Yes,Single,46,Master
2055,45,Engineering,33,13,6.0,1,4.0,38922.0,No,3,No,Married,29,Below College
2597,27,Marketing,23,5,9.0,3,3.0,71168.0,No,2,Yes,Married,4,Below College
1518,23,Engineering,29,13,5.0,1,2.0,86999.0,Yes,4,Yes,Married,33,Master
2265,38,Sales,37,4,5.0,5,2.0,30826.0,No,2,No,Married,19,College
629,25,HR,28,4,6.0,2,2.0,140406.0,Yes,4,No,Divorced,49,Below College
992,55,Finance,17,7,7.0,5,2.0,106310.0,No,3,Yes,Single,30,Doctor
2958,58,HR,23,4,5.0,3,3.0,142046.0,No,4,Yes,Single,24,Below College
989,22,HR,12,3,5.0,3,3.0,53237.0,No,4,Yes,Single,21,Doctor
1048,38,HR,31,10,9.0,5,3.0,53652.0,Yes,3,No,Married,6,College
2131,33,Sales,12,5,7.0,1,2.0,87498.0,No,3,Yes,Single,38,Bachelor
1993,19,Marketing,13,11,3.0,1,4.0,65065.0,No,4,Yes,Single,30,Master
1302,29,Marketing,35,8,8.0,5,4.0,129233.0,No,4,Yes,Married,5,Master
1279,55,HR,16,4,7.0,5,2.0,97564.0,No,3,Yes,Married,1,Master
1971,42,HR,24,3,7.0,1,2.0,,No,3,No,Married,14,Below College
1496,47,HR,12,1,3.0,2,3.0,42501.0,No,4,No,Single,38,Doctor
2661,20,Marketing,30,1,5.0,3,3.0,115890.0,No,2,No,Divorced,2,Master
566,34,Finance,21,10,8.0,3,1.0,137277.0,No,4,Yes,Married,19,Doctor
2521,27,Marketing,13,10,9.0,1,3.0,130274.0,No,1,No,Divorced,13,College
1720,42,Sales,34,4,3.0,5,1.0,88570.0,No,4,Yes,Married,22,Doctor
2431,49,Sales,12,7,1.0,2,3.0,64024.0,No,1,No,Single,4,College
1975,21,Engineering,8,12,5.0,1,3.0,62934.0,Yes,4,No,Single,44,College
1804,40,Engineering,5,13,8.0,4,2.0,96481.0,No,3,Yes,Divorced,30,Doctor
1024,57,Marketing,34,7,9.0,2,3.0,107140.0,No,4,No,Married,43,College
221,37,HR,23,14,6.0,4,1.0,61516.0,No,3,No,Single,27,Bachelor
1194,26,Marketing,1,12,9.0,2,1.0,40272.0,No,2,No,Divorced,46,Master
1188,47,Sales,37,3,1.0,2,2.0,135352.0,Yes,4,Yes,Married,34,Doctor
2098,22,Marketing,8,9,1.0,1,4.0,102417.0,No,4,Yes,Single,21,Bachelor
2951,18,Finance,1,14,4.0,5,2.0,139002.0,No,4,Yes,Married,25,Doctor
2447,49,HR,24,5,2.0,2,3.0,38308.0,No,1,Yes,Married,34,Doctor
542,40,Sales,32,12,8.0,4,4.0,130769.0,No,1,Yes,Married,45,Doctor
2720,31,HR,2,4,7.0,4,1.0,149423.0,Yes,1,Yes,Single,43,Below College
2316,38,HR,16,14,9.0,4,3.0,106789.0,No,1,No,Single,13,College
29,45,Marketing,22,8,2.0,4,3.0,78967.0,No,1,Yes,Married,14,Bachelor
1008,53,Sales,22,11,7.0,1,4.0,63724.0,No,1,No,Single,37,Bachelor
512,39,Engineering,34,7,4.0,3,2.0,52231.0,No,4,Yes,Married,30,Bachelor
2106,20,Engineering,17,5,8.0,2,3.0,91679.0,No,2,No,Married,24,Master
285,34,Finance,12,1,3.0,1,4.0,63677.0,No,3,No,Single,13,Doctor
642,46,Finance,39,3,2.0,2,4.0,134072.0,Yes,3,Yes,Single,4,Bachelor
831,25,Sales,39,5,4.0,1,4.0,66158.0,No,4,No,Divorced,48,Below College
295,44,HR,1,14,9.0,4,1.0,78984.0,No,3,Yes,Married,33,College
1450,51,HR,26,2,2.0,5,4.0,137127.0,No,4,Yes,Single,23,Below College
744,19,Sales,25,3,5.0,2,4.0,36125.0,Yes,3,Yes,Single,26,College
1357,51,Engineering,26,7,3.0,1,3.0,43383.0,No,3,No,Married,48,College
1276,20,HR,26,2,9.0,3,1.0,63000.0,No,1,Yes,Divorced,41,Bachelor
2164,58,Finance,18,9,9.0,5,2.0,134869.0,Yes,1,Yes,Single,10,Below College
1393,23,Engineering,26,7,4.0,5,4.0,94042.0,Yes,3,No,Single,21,College
2987,39,Engineering,15,7,7.0,1,4.0,80603.0,No,4,Yes,Divorced,29,Master
2410,49,Finance,24,10,4.0,2,2.0,96572.0,Yes,3,Yes,Divorced,8,Doctor
2115,51,Finance,15,14,9.0,2,3.0,66288.0,No,2,Yes,Single,1,Doctor
2643,24,HR,12,3,2.0,5,4.0,77553.0,No,2,Yes,Married,48,Below College
1755,53,HR,23,9,8.0,3,4.0,76538.0,No,4,No,Divorced,32,Doctor
2497,44,HR,16,11,6.0,1,1.0,107286.0,No,4,Yes,Single,22,Doctor
205,23,Marketing,17,7,6.0,1,3.0,42473.0,No,3,Yes,Married,41,Below College
750,28,Finance,29,13,7.0,3,4.0,118296.0,No,2,Yes,Single,26,Below College
1647,50,HR,18,14,9.0,4,3.0,62682.0,Yes,2,Yes,Single,5,College
2810,19,Sales,15,12,5.0,1,4.0,104732.0,No,4,Yes,Single,41,Master
2344,51,Sales,14,14,2.0,5,2.0,110431.0,Yes,2,Yes,Married,8,Doctor
2255,42,Engineering,7,11,5.0,2,3.0,128474.0,No,3,No,Divorced,14,Doctor
1992,35,Engineering,29,14,7.0,5,3.0,45552.0,No,2,Yes,Divorced,48,College
1785,58,HR,35,10,4.0,4,4.0,42391.0,Yes,4,No,Married,17,Doctor
2087,53,Finance,17,12,7.0,4,1.0,113004.0,No,1,Yes,Married,27,Master
1860,33,Finance,21,5,4.0,2,1.0,140990.0,No,4,Yes,Divorced,17,Master
1994,30,Marketing,21,10,9.0,4,4.0,137532.0,No,1,No,Single,43,Bachelor
1922,18,Marketing,10,10,1.0,2,3.0,142633.0,Yes,1,No,Married,28,Doctor
2835,28,Engineering,23,13,5.0,4,3.0,61308.0,Yes,1,No,Married,6,Bachelor
347,52,Engineering,2,6,6.0,1,1.0,139715.0,Yes,2,Yes,Divorced,22,Below College
300,45,Marketing,8,8,1.0,1,2.0,113457.0,No,2,Yes,Divorced,36,Bachelor
2294,19,HR,17,12,3.0,3,4.0,71411.0,No,2,No,Single,30,Below College
1817,18,HR,31,14,6.0,4,1.0,97333.0,No,4,No,Divorced,25,Master
2707,49,Finance,37,7,9.0,1,4.0,135148.0,No,4,Yes,Married,40,Bachelor
2509,31,Sales,33,9,4.0,2,4.0,95088.0,No,1,No,Single,14,Master
1687,28,Engineering,11,3,2.0,4,4.0,148217.0,No,3,Yes,Divorced,12,Master
2317,43,Sales,20,1,1.0,3,3.0,78504.0,No,1,No,Married,48,Doctor
2904,26,Sales,25,3,7.0,5,3.0,45270.0,No,1,No,Single,5,Doctor
278,50,Sales,32,1,9.0,4,4.0,75200.0,No,3,No,Single,18,Bachelor
2171,20,HR,38,5,5.0,5,4.0,138101.0,No,1,No,Divorced,37,Master
1509,30,Finance,13,8,2.0,3,4.0,81920.0,No,1,No,Married,32,College
2406,44,Finance,7,3,9.0,3,4.0,37089.0,No,2,No,Married,49,College
2039,42,HR,9,13,2.0,3,4.0,55979.0,No,3,No,Divorced,27,Master
875,43,Finance,7,8,8.0,4,2.0,60580.0,No,4,Yes,Divorced,31,College
2156,29,Engineering,38,6,5.0,2,3.0,110912.0,No,1,Yes,Married,28,Doctor
1013,28,Engineering,37,13,8.0,4,3.0,41646.0,No,3,No,Divorced,13,Below College
1609,34,HR,39,7,9.0,1,2.0,141407.0,No,3,Yes,Divorced,29,Below College
2444,57,HR,31,14,7.0,1,2.0,130017.0,No,2,No,Divorced,32,Bachelor
530,42,Finance,22,10,2.0,4,2.0,35566.0,Yes,2,No,Single,10,Master
2322,52,Finance,3,3,3.0,1,2.0,42863.0,No,1,Yes,Divorced,28,Below College
2903,31,Engineering,21,13,9.0,5,2.0,64563.0,No,1,Yes,Married,31,Master
2423,42,Sales,19,1,8.0,5,3.0,42054.0,No,3,Yes,Single,26,Doctor
2623,24,Sales,1,12,9.0,5,1.0,,Yes,4,No,Divorced,23,Doctor
696,48,HR,7,8,2.0,2,3.0,145104.0,No,4,Yes,Divorced,1,Master
513,30,HR,8,10,8.0,5,1.0,106935.0,No,3,Yes,Married,42,College
2733,23,HR,8,7,8.0,1,2.0,127519.0,No,3,No,Married,10,Master
1902,30,Finance,20,9,6.0,1,1.0,64062.0,No,4,No,Single,10,Master
1031,21,Sales,28,6,7.0,3,4.0,129039.0,No,3,No,Divorced,35,College
815,56,HR,32,9,2.0,3,4.0,87052.0,No,2,No,Married,24,Below College
2083,53,Sales,8,10,8.0,2,4.0,59461.0,No,3,No,Married,37,College
2556,47,Engineering,15,2,3.0,5,1.0,87223.0,No,2,Yes,Single,13,Bachelor
1401,21,Sales,34,12,6.0,3,3.0,57649.0,No,3,No,Divorced,1,Doctor
2024,27,Marketing,38,13,9.0,2,1.0,101657.0,No,2,Yes,Single,30,Master
443,21,Marketing,7,10,5.0,1,2.0,118047.0,Yes,1,No,Divorced,24,Bachelor
1027,50,Engineering,30,4,3.0,3,4.0,146189.0,No,1,No,Divorced,3,College
2221,52,Engineering,34,6,5.0,4,3.0,76454.0,No,1,Yes,Single,17,Bachelor
1068,35,Engineering,36,3,7.0,4,2.0,30557.0,No,1,No,Married,12,College
1103,47,HR,26,10,6.0,4,3.0,61195.0,No,3,No,Divorced,24,Master
2700,39,Sales,32,2,5.0,1,4.0,134748.0,Yes,1,Yes,Married,2,Master
1269,18,Sales,22,3,1.0,1,,145781.0,No,2,Yes,Married,23,Doctor
1284,34,HR,37,7,3.0,5,2.0,121760.0,No,3,Yes,Single,14,College
1439,20,Marketing,28,1,9.0,4,3.0,142446.0,No,4,No,Divorced,13,Doctor
2459,38,Finance,17,9,1.0,4,4.0,110166.0,No,1,No,Single,35,Master
1341,43,Finance,8,6,2.0,4,4.0,135817.0,No,3,No,Divorced,18,Bachelor
1327,56,Marketing,11,6,7.0,4,4.0,141876.0,Yes,2,Yes,Divorced,3,Below College
1610,46,Finance,13,1,4.0,3,3.0,75798.0,No,4,No,Single,6,Doctor
1089,39,Engineering,38,12,2.0,2,1.0,49121.0,No,2,No,Single,17,Below College
1965,40,HR,35,5,4.0,5,4.0,81372.0,No,3,Yes,Divorced,7,Master
1277,54,Sales,21,7,5.0,5,2.0,81253.0,No,4,Yes,Divorced,39,Below College
2380,47,HR,11,8,1.0,2,2.0,51788.0,No,1,Yes,Divorced,16,College
1303,32,Finance,5,12,7.0,3,3.0,86724.0,No,2,No,Divorced,12,College
2311,49,Finance,14,14,2.0,2,1.0,120473.0,No,4,Yes,Single,34,Doctor
2112,55,Engineering,25,4,2.0,1,2.0,34052.0,No,2,No,Married,27,Below College
2888,57,Finance,4,5,3.0,1,3.0,64787.0,No,3,Yes,Married,29,Master
1046,18,Engineering,32,11,1.0,5,1.0,68977.0,No,3,Yes,Married,25,Doctor
2864,29,Sales,30,5,9.0,1,3.0,70883.0,No,1,No,Divorced,5,Master
648,42,Marketing,9,1,6.0,3,3.0,45330.0,No,4,No,Married,34,Doctor
1001,46,Marketing,20,13,3.0,2,4.0,144677.0,No,3,Yes,Single,14,College
369,39,HR,11,13,1.0,4,1.0,58517.0,No,3,Yes,Married,9,College
428,53,HR,21,4,4.0,3,3.0,43704.0,No,2,No,Single,49,Doctor
1274,56,HR,39,3,9.0,2,2.0,43031.0,No,2,Yes,Divorced,18,Master
1789,37,HR,39,3,5.0,2,3.0,76823.0,Yes,2,Yes,Married,33,Master
1270,42,Sales,2,11,6.0,5,4.0,73746.0,No,1,No,Divorced,26,College
1675,30,Engineering,27,10,2.0,1,1.0,,No,2,No,Single,8,Bachelor
1417,59,HR,29,4,6.0,1,4.0,137123.0,No,1,No,Married,49,Doctor
387,47,HR,8,7,6.0,5,2.0,64001.0,No,2,No,Married,29,Doctor
2807,23,HR,33,8,1.0,1,3.0,143806.0,No,1,No,Married,20,Below College
2865,34,Engineering,20,14,7.0,2,4.0,127393.0,No,3,Yes,Divorced,1,College
1710,20,Marketing,28,1,1.0,1,3.0,108267.0,No,1,No,Married,24,Below College
1715,35,Finance,39,12,5.0,5,3.0,112910.0,Yes,2,Yes,Married,30,Master
2976,39,Engineering,10,8,1.0,1,1.0,109199.0,No,4,No,Divorced,26,Below College
1267,57,Sales,16,10,9.0,4,3.0,102816.0,No,1,Yes,Divorced,31,Bachelor
1643,55,Finance,5,7,9.0,5,2.0,,No,2,Yes,Divorced,3,Bachelor
1676,43,Engineering,6,13,6.0,2,2.0,64623.0,No,2,Yes,Single,18,Below College
2945,21,HR,8,12,7.0,1,4.0,117893.0,Yes,4,Yes,Married,15,Bachelor
1589,54,Engineering,20,8,2.0,1,4.0,74649.0,No,4,Yes,Married,27,Bachelor
2315,28,Marketing,16,8,1.0,5,2.0,125637.0,No,4,No,Single,3,Master
1594,20,Engineering,6,2,6.0,3,2.0,69137.0,No,4,No,Single,5,Below College
2190,59,HR,7,2,6.0,1,4.0,145117.0,Yes,1,Yes,Married,2,College
991,50,Marketing,39,14,9.0,5,3.0,123803.0,No,2,No,Single,30,College
1862,25,HR,11,8,3.0,3,3.0,120299.0,No,3,No,Single,34,Bachelor
1482,58,Engineering,2,3,9.0,1,4.0,69203.0,Yes,1,No,Married,10,Below College
212,33,HR,27,9,6.0,2,3.0,64208.0,No,2,No,Married,9,Bachelor
1470,51,HR,12,4,4.0,5,2.0,130355.0,No,3,Yes,Married,12,Master
262,57,Sales,20,8,1.0,3,1.0,31833.0,No,3,No,Single,15,Master
38,35,Finance,1,13,8.0,1,1.0,38896.0,No,1,No,Divorced,23,Master
570,53,Engineering,23,14,2.0,1,2.0,40248.0,Yes,1,No,Single,22,Below College
724,51,Finance,19,13,6.0,4,3.0,128156.0,No,3,No,Married,8,Bachelor
913,55,Finance,4,6,5.0,1,3.0,64307.0,No,3,Yes,Single,6,College
233,42,HR,24,1,2.0,4,4.0,138763.0,No,2,Yes,Divorced,38,Below College
75,41,Engineering,26,6,3.0,2,3.0,119336.0,No,2,No,Married,44,Bachelor
2949,41,Sales,14,11,3.0,2,3.0,43127.0,No,4,Yes,Divorced,34,Below College
499,40,Marketing,13,6,5.0,2,2.0,72354.0,No,3,No,Single,28,Doctor
2628,33,Engineering,9,10,8.0,5,3.0,76647.0,No,2,No,Married,29,Master
2150,35,Finance,34,11,5.0,5,3.0,92146.0,No,3,Yes,Single,15,Bachelor
1676,43,Engineering,6,13,6.0,2,2.0,64623.0,No,2,Yes,Single,18,Below College
316,48,Engineering,20,11,5.0,4,2.0,67336.0,No,4,Yes,Single,9,Bachelor
617,27,Engineering,34,3,7.0,1,3.0,140937.0,No,3,No,Married,11,Doctor
1674,50,Marketing,19,10,9.0,1,4.0,122480.0,No,1,Yes,Divorced,12,Master
2858,55,Finance,19,6,4.0,4,2.0,84254.0,No,1,No,Divorced,15,Bachelor
1442,29,Finance,33,13,8.0,4,1.0,135647.0,No,3,No,Single,25,College
414,54,HR,12,9,8.0,1,1.0,129895.0,No,4,Yes,Married,27,Below College
936,38,Sales,35,11,3.0,1,4.0,103513.0,No,3,No,Married,7,College
2279,46,Finance,1,4,1.0,5,4.0,101439.0,Yes,3,No,Single,9,College
1649,58,Marketing,23,5,5.0,3,2.0,121133.0,No,4,No,Married,1,College
1385,32,Sales,24,3,4.0,2,4.0,57906.0,No,2,Yes,Married,20,Below College
1067,24,Sales,27,7,3.0,4,1.0,111141.0,No,1,Yes,Married,31,Doctor
216,53,Finance,36,14,6.0,3,4.0,111803.0,No,3,Yes,Married,16,College
2209,35,Engineering,4,14,3.0,1,2.0,55379.0,No,1,No,Married,45,Doctor
1047,54,Engineering,26,6,9.0,3,1.0,147453.0,No,2,No,Single,44,Bachelor
553,57,Sales,32,11,8.0,5,3.0,141153.0,Yes,4,No,Single,45,Master
1984,46,Finance,32,8,4.0,4,1.0,64018.0,Yes,4,No,Married,40,Doctor
2870,32,Engineering,26,11,6.0,3,1.0,50523.0,No,1,No,Divorced,29,Bachelor
1217,54,Finance,34,3,6.0,5,4.0,54914.0,No,2,No,Divorced,28,Master
